"title","authors","description","version","date","doi","license","url","download_urls","reponame"
"Global cold-water coral diversity dataset","Eliza Fragkopoulou, Viktoria Balogh, Ester Serrão, Jorge Assis","<p>Comprehensive and quality-controlled distribution data for cold-water corals of the orders Alcyonacea, Antipatharia, Pennatulacea, Scleractinia, Zoantharia of the subphylum Anthozoa, and order Anthoathecata of the class Hydrozoa. Distribution records were gathered from online repositories and literature sources, standardized with the Darwin Core Standard, dereplicated, taxonomically corrected and flagged for potential geographic and vertical distribution errors based on peer-reviewed literature and expert consulting. The dataset comprises 817,559 quality-controlled records of 1,105 accepted species, representing the most comprehensive baseline for the global cold-water coral diversity. The dataset is openly available under the FAIR principle of Findability, Accessibility, Interoperability and Reusability of data.</p>",2,"2023-02-22T11:39:44Z","10.6084/m9.figshare.21997559.v2","CC BY 4.0","https://figshare.com/articles/dataset/A_comprehensive_dataset_of_the_cold-water_coral_diversity/21997559","{databaseFlaggedFinal.xlsx : https://ndownloader.figshare.com/files/39045521};{databasePrunned.xlsx : https://ndownloader.figshare.com/files/39045524};{Table S1.xls : https://ndownloader.figshare.com/files/39362225};{Table S2 Traits references.xlsx : https://ndownloader.figshare.com/files/39362228}","FigShare"
